,dp,Simulation,Diversity
193,15,REvoSim_individuals_data_envw50_15dp_aj1172.txt,4.534769173337757
194,15,REvoSim_individuals_data_envw50_15dp_aj1173.txt,11.68895768619425
195,15,REvoSim_individuals_data_envw50_15dp_aj1174.txt,7.597236704900938
196,15,REvoSim_individuals_data_envw50_15dp_aj1175.txt,5.747427365517818
197,15,REvoSim_individuals_data_envw50_15dp_aj1176.txt,4.836392624571648
198,15,REvoSim_individuals_data_envw50_15dp_aj1177.txt,7.3286315216708875
199,15,REvoSim_individuals_data_envw50_15dp_aj1178.txt,5.204845495430146
200,15,REvoSim_individuals_data_envw50_15dp_aj1179.txt,8.68496410085156
201,15,REvoSim_individuals_data_envw50_15dp_aj118.txt,6.618938079006253
202,15,REvoSim_individuals_data_envw50_15dp_aj1180.txt,8.02781954887218
203,15,REvoSim_individuals_data_envw50_15dp_aj1181.txt,4.978161038961039
204,15,REvoSim_individuals_data_envw50_15dp_aj1182.txt,6.290754750267219
205,15,REvoSim_individuals_data_envw50_15dp_aj1183.txt,2.6488402861041056
206,15,REvoSim_individuals_data_envw50_15dp_aj1184.txt,5.968229465449804
207,15,REvoSim_individuals_data_envw50_15dp_aj1185.txt,4.687908902691511
208,15,REvoSim_individuals_data_envw50_15dp_aj1186.txt,6.003160181710449
209,15,REvoSim_individuals_data_envw50_15dp_aj1187.txt,6.825404910909205
210,15,REvoSim_individuals_data_envw50_15dp_aj1188.txt,4.49526807347429
211,15,REvoSim_individuals_data_envw50_15dp_aj1189.txt,5.3196694968846865
212,15,REvoSim_individuals_data_envw50_15dp_aj119.txt,4.669331320192765
213,15,REvoSim_individuals_data_envw50_15dp_aj1190.txt,8.234721685652532
214,15,REvoSim_individuals_data_envw50_15dp_aj1191.txt,3.3532429196598135
215,15,REvoSim_individuals_data_envw50_15dp_aj1192.txt,3.753685191899311
216,15,REvoSim_individuals_data_envw50_15dp_aj1193.txt,0.0
217,15,REvoSim_individuals_data_envw50_15dp_aj1194.txt,8.251674101313164
218,15,REvoSim_individuals_data_envw50_15dp_aj1195.txt,8.07636573345916
219,15,REvoSim_individuals_data_envw50_15dp_aj1196.txt,5.601822631880435
220,15,REvoSim_individuals_data_envw50_15dp_aj1197.txt,4.8187114461960245
221,15,REvoSim_individuals_data_envw50_15dp_aj1198.txt,4.253881496385567
222,15,REvoSim_individuals_data_envw50_15dp_aj1199.txt,6.761778099772304
223,15,REvoSim_individuals_data_envw50_15dp_aj12.txt,4.55119333720063
224,15,REvoSim_individuals_data_envw50_15dp_aj120.txt,4.331885624038901
225,15,REvoSim_individuals_data_envw50_15dp_aj1200.txt,4.824842819669401
226,15,REvoSim_individuals_data_envw50_15dp_aj1201.txt,7.989030101736115
227,15,REvoSim_individuals_data_envw50_15dp_aj1202.txt,6.764146214099217
228,15,REvoSim_individuals_data_envw50_15dp_aj1203.txt,4.2096096531169795
229,15,REvoSim_individuals_data_envw50_15dp_aj1204.txt,5.9620654087788205
230,15,REvoSim_individuals_data_envw50_15dp_aj1205.txt,2.346459043051367
231,15,REvoSim_individuals_data_envw50_15dp_aj1206.txt,17.84885230795007
232,15,REvoSim_individuals_data_envw50_15dp_aj1207.txt,3.7600480400886256
233,15,REvoSim_individuals_data_envw50_15dp_aj1208.txt,2.777237585028747
234,15,REvoSim_individuals_data_envw50_15dp_aj1209.txt,7.761936035359853
235,15,REvoSim_individuals_data_envw50_15dp_aj121.txt,6.01294595659114
236,15,REvoSim_individuals_data_envw50_15dp_aj1210.txt,7.282936959312094
237,15,REvoSim_individuals_data_envw50_15dp_aj1211.txt,3.9027038732830097
238,15,REvoSim_individuals_data_envw50_15dp_aj1212.txt,9.945669653112796
239,15,REvoSim_individuals_data_envw50_15dp_aj1213.txt,7.025935130975531
240,15,REvoSim_individuals_data_envw50_15dp_aj1214.txt,9.688731703754708
241,15,REvoSim_individuals_data_envw50_15dp_aj1215.txt,6.470650760562218
242,15,REvoSim_individuals_data_envw50_15dp_aj1216.txt,6.899769297917446
243,15,REvoSim_individuals_data_envw50_15dp_aj1217.txt,0.0
244,15,REvoSim_individuals_data_envw50_15dp_aj1218.txt,5.526326197142054
245,15,REvoSim_individuals_data_envw50_15dp_aj1219.txt,17.08649903773743
246,15,REvoSim_individuals_data_envw50_15dp_aj122.txt,7.584626639494173
247,15,REvoSim_individuals_data_envw50_15dp_aj1220.txt,6.755037691327862
248,15,REvoSim_individuals_data_envw50_15dp_aj1221.txt,7.763903232873282
249,15,REvoSim_individuals_data_envw50_15dp_aj1222.txt,0.0
250,15,REvoSim_individuals_data_envw50_15dp_aj1223.txt,6.761182224997398
251,15,REvoSim_individuals_data_envw50_15dp_aj1224.txt,6.570753344968004
252,15,REvoSim_individuals_data_envw50_15dp_aj1225.txt,8.369994241742134
253,15,REvoSim_individuals_data_envw50_15dp_aj1226.txt,5.161618684818585
254,15,REvoSim_individuals_data_envw50_15dp_aj1227.txt,9.235836131070043
255,15,REvoSim_individuals_data_envw50_15dp_aj1228.txt,7.778863075465214
256,15,REvoSim_individuals_data_envw50_15dp_aj1229.txt,0.0
257,15,REvoSim_individuals_data_envw50_15dp_aj123.txt,6.638568261534779
258,15,REvoSim_individuals_data_envw50_15dp_aj1230.txt,9.119970310588874
259,15,REvoSim_individuals_data_envw50_15dp_aj1231.txt,6.820661062324865
260,15,REvoSim_individuals_data_envw50_15dp_aj1232.txt,5.087746706243816
261,15,REvoSim_individuals_data_envw50_15dp_aj1233.txt,2.9548012118963705
262,15,REvoSim_individuals_data_envw50_15dp_aj1234.txt,10.001706430715753
263,15,REvoSim_individuals_data_envw50_15dp_aj1235.txt,12.118434635718085
264,15,REvoSim_individuals_data_envw50_15dp_aj1236.txt,4.689872827337458
265,15,REvoSim_individuals_data_envw50_15dp_aj1237.txt,5.384268375266969
266,15,REvoSim_individuals_data_envw50_15dp_aj1238.txt,7.095427476783409
267,15,REvoSim_individuals_data_envw50_15dp_aj1239.txt,2.8236348465650978
268,15,REvoSim_individuals_data_envw50_15dp_aj124.txt,6.952749919288489
269,15,REvoSim_individuals_data_envw50_15dp_aj1240.txt,6.002060540133464
270,15,REvoSim_individuals_data_envw50_15dp_aj1241.txt,0.0
271,15,REvoSim_individuals_data_envw50_15dp_aj1242.txt,10.432863427836937
272,15,REvoSim_individuals_data_envw50_15dp_aj1243.txt,5.8521943313107805
273,15,REvoSim_individuals_data_envw50_15dp_aj1244.txt,0.0
274,15,REvoSim_individuals_data_envw50_15dp_aj1245.txt,6.597028667085164
275,15,REvoSim_individuals_data_envw50_15dp_aj1246.txt,12.100446194775541
276,15,REvoSim_individuals_data_envw50_15dp_aj1247.txt,10.034850817693812
277,15,REvoSim_individuals_data_envw50_15dp_aj1248.txt,7.406390981360506
278,15,REvoSim_individuals_data_envw50_15dp_aj1249.txt,5.112446227663799
279,15,REvoSim_individuals_data_envw50_15dp_aj125.txt,4.150079365902748
280,15,REvoSim_individuals_data_envw50_15dp_aj1250.txt,4.242991233233171
281,15,REvoSim_individuals_data_envw50_15dp_aj1251.txt,5.769724282539981
282,15,REvoSim_individuals_data_envw50_15dp_aj1252.txt,9.230780443111778
283,15,REvoSim_individuals_data_envw50_15dp_aj1253.txt,6.731750394515451
284,15,REvoSim_individuals_data_envw50_15dp_aj1254.txt,0.0
285,15,REvoSim_individuals_data_envw50_15dp_aj1255.txt,5.1513616807986295
286,15,REvoSim_individuals_data_envw50_15dp_aj1256.txt,10.729817210495993
